grievance_id,text,category
GRV100145,"Sir humara water tanker Wright Town area mein nahi aata, complaint diye 3 days ho gaye. Kripya jald samadhan karein.",Water Supply
GRV102019,"Fair price shop Madan Mahal mein weighing machine kharab hai, kam tola jata hai anaj.",Ration & Public Distribution System
GRV101053,"Respected Sir, भू-अभिलेख में गलती है, कृपया तहसीलदार Lucknow को निर्देश दें ठीक करने का।",Land Records & Revenue
GRV101161,"Respected Sir, Zameen ka naamantaran Nagpur tehsil mein 3 din se pending hai. Thank you.",Land Records & Revenue
GRV100126,"Dear officer, पानी की टंकी Bhopal में गंदा पानी आ रहा है, बीमारी फैलने का डर है। Bahut pareshaan hain hum log.",Water Supply
GRV101697,"महोदय, आयुष्मान कार्ड Sector 7 अस्पताल में मान्य नहीं किया जा रहा, मरीज को इलाज से मना कर दिया। Otherwise we will protest.",Healthcare & Hospitals
GRV100248,"Dear officer, बिजली विभाग Gwalior में 3 din से शिकायत के बावजूद फॉल्ट ठीक नहीं कर रहा, पूरा मोहल्ला अंधेरे में है। Otherwise we will protest.",Electricity
GRV102791,"Dear officer, EPFO complaint diya tha one week pehle, response nhi aaya Gwalior regional office se. Bahut pareshaan hain hum log.",Employment & Labour
GRV103087,"Respected Sir, प्रमाण पत्र पर नाम की स्पेलिंग गलत छप गई Patna नगर निगम से, correction ke liye baar baar chakkar. Sadar naman.",Municipal Certificates
GRV100576,"Road construction work Varanasi mein adhura pada hai 2 hafte se, traffic jam ho raha hai. Otherwise we will protest.",Roads & Infrastructure
GRV100528,"Namaste sir, सड़क पर बिना बैरिकेड के गड्ढा खोदा गया है Kotwali area में, raat mein accident ka khatra hai.",Roads & Infrastructure
GRV103065,"Namaste sir, OBC certificate Adhartal tehsil se renew karwana tha, 3 din se application stuck hai portal par.",Municipal Certificates
GRV101499,"महोदय, Chain snatching hui thi Civil Lines mein, police ne case follow up nahi kiya. Thank you.",Police & Law and Order
GRV102224,बैंक Napier Town में सरकारी योजना का पैसा 500 रुपए अभी तक जमा नहीं हुआ।,Banking & Financial Services
GRV102922,"Dear officer, मनरेगा जॉब कार्ड Nagpur में 3 days से नहीं बना, काम भी नहीं मिल रहा। Sadar naman.",Employment & Labour
GRV101047,"भू-अभिलेख में गलती है, कृपया तहसीलदार Gwalior को निर्देश दें ठीक करने का। Bahut pareshaan hain hum log.",Land Records & Revenue
GRV103099,"Respected Sir, Character certificate Civil Lines police station se 15 din se pending hai, job joining rukh gayi hai.",Municipal Certificates
GRV103110,"OBC certificate Ranchi tehsil se renew karwana tha, 1 hafta se application stuck hai portal par. Please take urgent action.",Municipal Certificates
GRV103107,"Namaste sir, Domicile certificate Raipur mein a month se atka hua hai, job application ki deadline nikal rahi hai.",Municipal Certificates
GRV101978,"Sir/Madam, स्कूल Jaipur में शौचालय की स्थिति बहुत खराब है, बच्चियां स्कूल आने से कतरा रही हैं। Bahut pareshaan hain hum log.",Education & Schools
GRV102038,"Namaste sir, Ration card Sector 7 dukan par is mahine anaj nahi mila, dealer mana kar raha hai. Kripya jald samadhan karein.",Ration & Public Distribution System
GRV100321,"High voltage ki wajah se Ward 12 mein kai gharo ke appliance jal gaye, compensation chahiye. Thank you.",Electricity
GRV101491,"महोदय, पुलिस थाना Kotwali area में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए। कृपया जल्द कार्रवाई करें।",Police & Law and Order
GRV102309,"मेरे खाते से 5000 रुपए गलत तरीके से कट गए Indore शाखा से, वापस दिलवाएं। Bahut pareshaan hain hum log.",Banking & Financial Services
GRV102113,"Dear officer, Fair price shop Indore mein weighing machine kharab hai, kam tola jata hai anaj. कृपया जल्द कार्रवाई करें।",Ration & Public Distribution System
GRV102697,"श्रमिक कार्ड Jabalpur में a month से renewal ke liye pending hai, yojnaon ka labh nhi mil raha. Bahut pareshaan hain hum log.",Employment & Labour
GRV102016,"PDS shop Jabalpur mein gehu aur chawal is mahine bilkul nahi mila, dealer bahana bana raha hai.",Ration & Public Distribution System
GRV102872,बेरोजगारी भत्ता Lucknow employment office se 1 hafta से नहीं मिला आवेदन के बावजूद। Thank you.,Employment & Labour
GRV100426,"Sir/Madam, पुल Kanpur में टूटा हुआ है, बच्चे स्कूल जाने में डरते हैं, कृपया जल्दी बनवाएं। Kripya jald samadhan karein.",Roads & Infrastructure
GRV100451,"Namaste sir, पुलिया Civil Lines में बारिश में डूब जाती है हर साल, स्थायी समाधान चाहिए। Kripya jald samadhan karein.",Roads & Infrastructure
GRV101114,"मेरी जमीन का सीमांकन Ranchi में गलत हो गया है, पड़ोसी ने कब्जा कर लिया है। Otherwise we will protest.",Land Records & Revenue
GRV100062,"Municipal water connection Bhopal mein kaat diya gaya bina notice diye, paani ke bina pareshani ho rahi hai. Otherwise we will protest.",Water Supply
GRV100706,"Dear officer, Street sweeping Madan Mahal area mein band ho gayi hai 1 mahine se, dust aur kachra jama ho gaya hai. Kripya jald samadhan karein.",Sanitation & Garbage
GRV101258,Zameen ka naamantaran Civil Lines tehsil mein 3 days se pending hai. Please take urgent action.,Land Records & Revenue
GRV102129,"Respected Sir, गरीबी रेखा राशन कार्ड Varanasi में गलत तरीके से रद्द कर दिया गया, फिर से चालू करवाएं। Sadar naman.",Ration & Public Distribution System
GRV100305,"Electricity wire loose latak rahi hai Ward 12 mein, accident ka khatra hai, turant thik karwaye. Thank you.",Electricity
GRV100416,"Respected Sir, सड़क पर बिना बैरिकेड के गड्ढा खोदा गया है Jaipur में, raat mein accident ka khatra hai.",Roads & Infrastructure
GRV100702,"Kachra Bhopal colony ke khali plot mein daala ja raha h, badbu aur bimari ka khatra hai. Please take urgent action.",Sanitation & Garbage
GRV100827,"Sir/Madam, पेंशन फॉर्म में गलत बैंक खाता नंबर दर्ज हो गया है, कृपया सुधार करें।",Pension & Provident Fund
GRV100825,"Widow pension application Kanpur office mein submit kiya tha, one week se koi update nhi. Bahut pareshaan hain hum log.",Pension & Provident Fund
GRV101626,"Dear officer, अस्पताल Wright Town में सफाई की बहुत खराब स्थिति है, संक्रमण फैलने का डर है। Kripya jald samadhan karein.",Healthcare & Hospitals
GRV102301,"Respected Sir, मेरे खाते से 10000 रुपए गलत तरीके से कट गए Gwalior शाखा से, वापस दिलवाएं। Bahut pareshaan hain hum log.",Banking & Financial Services
GRV101415,"महोदय, गुमशुदगी की रिपोर्ट Napier Town थाने में 15 din पहले दी थी, अभी तक कोई तलाश शुरू नहीं हुई। Kripya jald samadhan karein.",Police & Law and Order
GRV101008,"Sir/Madam, सेवानिवृत्ति के बाद पेंशन खाता Bhopal में अपडेट नहीं हुआ, two weeks से चक्कर काट रहे हैं। Bahut pareshaan hain hum log.",Pension & Provident Fund
GRV101751,"Respected Sir, Teacher transfer Nagpur school se 1 mahine pehle hua tha, replacement abhi tak nahi mila, class khali padi hai. Bahut pareshaan hain hum log.",Education & Schools
GRV101284,"Namaste sir, Eve teasing Shastri Colony area mein badh gayi h, mahilaye ghar se nikalne mein dari rehti hain. Sadar naman.",Police & Law and Order
GRV100643,"महोदय, गंदगी की वजह से Bhopal में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है। Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV101800,"महोदय, School building Jabalpur mein chhat tapakti hai barish mein, khatarnak sthiti hai. Sadar naman.",Education & Schools
GRV102735,"Sir/Madam, Labour ka wages employer ne 2000 rupaye kam diya Gandhi Nagar site par, PF bhi nhi kata.",Employment & Labour
GRV100032,"पीने के पानी की सप्लाई Madan Mahal में हफ्ते में सिर्फ एक बार आती है, बहुत परेशानी है। Thank you.",Water Supply
GRV102603,"Sir/Madam, Inspector Ward 12 area mein business license ke liye bribe maang raha h, video proof available hai. Kripya jald samadhan karein.",Corruption & Bribery
GRV102171,"Sir/Madam, गरीब परिवारों को Ranchi राशन दुकान से चीनी और तेल कई महीनों से नहीं मिल रहा। Kripya jald samadhan karein.",Ration & Public Distribution System
GRV100427,"Respected Sir, सड़क निर्माण Model Town में घटिया सामग्री से हो रहा है, 10 din में ही टूटने लगी। Bahut pareshaan hain hum log.",Roads & Infrastructure
GRV102841,"Namaste sir, Construction site Madan Mahal par bina helmet aur safety belt ke kaam karwaya ja raha hai mazdooro se. Sadar naman.",Employment & Labour
GRV102580,"Dear officer, Officer Napier Town mein bina paise liye certificate nhi de raha, complaint chahiye. Thank you.",Corruption & Bribery
GRV100216,"टंकी का पानी Ranchi में सीवर के पानी से मिल गया है, तुरंत जांच करवाएं। Please take urgent action.",Water Supply
GRV103030,"Respected Sir, OBC certificate Varanasi tehsil se renew karwana tha, one week se application stuck hai portal par. Sadar naman.",Municipal Certificates
GRV102998,"Dear officer, विवाह प्रमाण पत्र Wright Town नगर निगम से one week में नहीं मिला, दस्तावेज बार बार मांगे जा रहे हैं। Kripya jald samadhan karein.",Municipal Certificates
GRV101209,"Land record mein Sunita Patel ka naam galat likha hai, correction chahiye 1 hafta se request kar raha hoon.",Land Records & Revenue
GRV100790,"EPF transfer Kanpur regional office se 1 hafta se atka hai, naya employer wait kar raha hai. Please take urgent action.",Pension & Provident Fund
GRV103037,"आय प्रमाण पत्र Jabalpur कार्यालय से 2 hafte में नहीं बना, बार बार चक्कर लगवाया जा रहा है।",Municipal Certificates
GRV100047,"Sir/Madam, जल आपूर्ति विभाग Varanasi में शिकायत के बाद भी पानी की लाइन ठीक नहीं कर रहा। Kripya jald samadhan karein.",Water Supply
GRV102879,Construction site Civil Lines par bina helmet aur safety belt ke kaam karwaya ja raha hai mazdooro se. Otherwise we will protest.,Employment & Labour
GRV102874,"महोदय, Overtime paisa 3000 rupaye Gwalior factory se 1 hafta se nahi mila, HR jawab nahi de raha. Kripya jald samadhan karein.",Employment & Labour
GRV101639,"Sir/Madam, आयुष्मान कार्ड Lucknow अस्पताल में मान्य नहीं किया जा रहा, मरीज को इलाज से मना कर दिया। Bahut pareshaan hain hum log.",Healthcare & Hospitals
GRV100846,"Dear officer, PF withdrawal request 3 days se pending hai, office se koi response nahi mil raha.",Pension & Provident Fund
GRV101473,"Illegal encroachment aur jua Nagpur mohalle mein khule aam chal raha hai, police mook drashak bani hai. कृपया जल्द कार्रवाई करें।",Police & Law and Order
GRV101271,"Sir/Madam, Zameen ka daakhil kharij Gwalior tehsil mein 20 din se atka hua hai, koi karyawahi nahi ho rahi. Otherwise we will protest.",Land Records & Revenue
GRV101728,"Sir/Madam, सरकारी अस्पताल Indore में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है।",Healthcare & Hospitals
GRV100346,"Sir/Madam, नया बिजली कनेक्शन Ranchi में 3 din से पेंडिंग है, आवेदन के बावजूद बिजली विभाग जवाब नहीं दे रहा। Please take urgent action.",Electricity
GRV100620,"Garbage dump Jabalpur mohalle ke beech mein bana diya gaya hai, badbu aur bimari phail rahi hai. Please take urgent action.",Sanitation & Garbage
GRV101536,"महोदय, Free treatment scheme card ban gaya lekin hospital Gwalior mein accept nahi kar rahe. Kripya jald samadhan karein.",Healthcare & Hospitals
GRV100738,"गंदगी की वजह से Civil Lines में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है। Kripya jald samadhan karein.",Sanitation & Garbage
GRV102378,"महोदय, Fraud transaction 10000 rupaye ka Shastri Colony branch account se hua h, turant jaanch karwaye. Bahut pareshaan hain hum log.",Banking & Financial Services
GRV103006,"Sir/Madam, निवास प्रमाण पत्र Gwalior कार्यालय से बनवाने में 5 din लग गए, अभी तक हाथ में नहीं मिला। Otherwise we will protest.",Municipal Certificates
GRV101613,"Ambulance Indore bulane par a month ghante late aayi, emergency case tha. Sadar naman.",Healthcare & Hospitals
GRV101072,"Respected Sir, Zameen ka daakhil kharij Wright Town tehsil mein two weeks se atka hua h, koi karyawahi nahi ho rahi. Otherwise we will protest.",Land Records & Revenue
GRV101041,"Respected Sir, Patta zameen ka record Ward 12 revenue office se galat show ho raha hai online portal par. कृपया जल्द कार्रवाई करें।",Land Records & Revenue
GRV102817,"Namaste sir, मनरेगा जॉब कार्ड Gwalior में 10 din से नहीं बना, काम भी नहीं मिल रहा। Bahut pareshaan hain hum log.",Employment & Labour
GRV101371,"Theft complaint diye one week ho gaye Model Town mein, koi action nahi hua abhi tak. Sadar naman.",Police & Law and Order
GRV100657,"सफाई कर्मचारी Bhopal मोहल्ले में 20 din से नहीं आया, शिकायत करने पर भी सुनवाई नहीं। Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV102330,बैंक Model Town में सरकारी योजना का पैसा 1500 रुपए अभी तक जमा नहीं हुआ। Thank you.,Banking & Financial Services
GRV100096,"महोदय, Paani ki tanker mangwane ke liye Bhopal nagar nigam ko 1 hafta pehle likha tha, koi tanker nahi bheja gaya. Otherwise we will protest.",Water Supply
GRV101117,"Respected Sir, Zameen ka daakhil kharij Napier Town tehsil mein 15 din se atka hua hai, koi karyawahi nahi ho rahi. कृपया जल्द कार्रवाई करें।",Land Records & Revenue
GRV100630,"Namaste sir, सफाई कर्मचारी Wright Town मोहल्ले में one week से नहीं आया, शिकायत करने पर भी सुनवाई नहीं। Otherwise we will protest.",Sanitation & Garbage
GRV100311,"Transformer blast ho gaya Civil Lines mein, area mein bijli nahi hai one week se, jaldi replace karwaye. Please take urgent action.",Electricity
GRV102836,"महोदय, MGNREGA ki mazdoori 3 days se nahi mili Jaipur panchayat mein, ghar chalana mushkil ho gaya hai.",Employment & Labour
GRV102984,"Respected Sir, प्रमाण पत्र पर नाम की स्पेलिंग गलत छप गई Bhopal नगर निगम से, correction ke liye baar baar chakkar.",Municipal Certificates
GRV102097,"Sir/Madam, Ration card Lucknow dukan par is mahine anaj nhi mila, dealer mana kar raha h. Kripya jald samadhan karein.",Ration & Public Distribution System
GRV101822,"Teacher transfer Sector 7 school se a month pehle hua tha, replacement abhi tak nhi mila, class khali padi hai. Bahut pareshaan hain hum log.",Education & Schools
GRV100651,"Namaste sir, Garbage dump Napier Town mohalle ke beech mein bana diya gaya hai, badbu aur bimari phail rahi hai. Sadar naman.",Sanitation & Garbage
GRV100202,"Dear officer, जल संकट Adhartal क्षेत्र में 5 din से गंभीर बना हुआ है, पानी के लिए दूर तक जाना पड़ रहा है। Otherwise we will protest.",Water Supply
GRV100257,"Dear officer, बिजली विभाग Shastri Colony में 1 hafta से शिकायत के बावजूद फॉल्ट ठीक नहीं कर रहा, पूरा मोहल्ला अंधेरे में है। Kripya jald samadhan karein.",Electricity
GRV102827,"Respected Sir, Construction site Wright Town par bina helmet aur safety belt ke kaam karwaya ja raha hai mazdooro se. Thank you.",Employment & Labour
GRV101211,"भू-अभिलेख में गलती है, कृपया तहसीलदार Gandhi Nagar को निर्देश दें ठीक करने का। Thank you.",Land Records & Revenue
GRV102091,"Respected Sir, Fair price shop Nagpur mein weighing machine kharab hai, kam tola jata hai anaj.",Ration & Public Distribution System
GRV100917,"Respected Sir, Old age pension band ho gayi hai bina bataye, Rekha Ahirwar ko problem ho rahi hai. Please take urgent action.",Pension & Provident Fund
GRV100532,"Footpath Civil Lines mein encroachment ho gaya hai, pedestrians ko sadak par chalna padta hai. Kripya jald samadhan karein.",Roads & Infrastructure
GRV102770,"Respected Sir, Labour ka wages employer ne 10000 rupaye kam diya Indore site par, PF bhi nahi kata. Please take urgent action.",Employment & Labour
GRV100971,"EPF transfer Gwalior regional office se 5 din se atka hai, naya employer wait kar raha hai.",Pension & Provident Fund
GRV102354,"Respected Sir, बैंक Kanpur में सरकारी योजना का पैसा 2000 रुपए अभी तक जमा नहीं हुआ। Sadar naman.",Banking & Financial Services
GRV100231,"Power cut every day in Bhopal for hours, complaint filed 1 hafta ago no action. Thank you.",Electricity
GRV100727,"Namaste sir, Open drain Bhopal mein overflow ho raha h, mosquito breeding ka khatra hai.",Sanitation & Garbage
GRV102313,"Sir/Madam, Bank Shastri Colony branch mein loan application two weeks se pending hai, koi jawab nahi mil raha. Thank you.",Banking & Financial Services
GRV102488,"महोदय, Inspector Raipur area mein business license ke liye bribe maang raha h, video proof available hai. Otherwise we will protest.",Corruption & Bribery
GRV102152,"Sir/Madam, PDS shop Varanasi mein gehu aur chawal is mahine bilkul nahi mila, dealer bahana bana raha hai. Bahut pareshaan hain hum log.",Ration & Public Distribution System
GRV102381,KYC update na hone ki wajah se account block ho gaya Madan Mahal branch mein. Kripya jald samadhan karein.,Banking & Financial Services
GRV102387,"Fraud transaction 1500 rupaye ka Ranchi branch account se hua hai, turant jaanch karwaye. Thank you.",Banking & Financial Services
GRV101451,"गुमशुदगी की रिपोर्ट Varanasi थाने में 10 din पहले दी थी, अभी तक कोई तलाश शुरू नहीं हुई। Bahut pareshaan hain hum log.",Police & Law and Order
GRV100531,"Dear officer, सड़क निर्माण Adhartal में घटिया सामग्री से हो रहा है, 10 din में ही टूटने लगी।",Roads & Infrastructure
GRV102413,"मेरे खाते से 2000 रुपए गलत तरीके से कट गए Adhartal शाखा से, वापस दिलवाएं। Please take urgent action.",Banking & Financial Services
GRV101655,"महोदय, आयुष्मान कार्ड Model Town अस्पताल में मान्य नहीं किया जा रहा, मरीज को इलाज से मना कर दिया। Thank you.",Healthcare & Hospitals
GRV102133,"गरीबी रेखा राशन कार्ड Raipur में गलत तरीके से रद्द कर दिया गया, फिर से चालू करवाएं।",Ration & Public Distribution System
GRV100890,"Widow pension application Model Town office mein submit kiya tha, 20 din se koi update nhi. Sadar naman.",Pension & Provident Fund
GRV102636,"Officer Bhopal mein bina paise liye certificate nahi de raha, complaint chahiye.",Corruption & Bribery
GRV100515,"महोदय, सड़क Varanasi में बहुत खराब हालत में है, बारिश में कीचड़ हो जाता है, मरम्मत करवाएं। Otherwise we will protest.",Roads & Infrastructure
GRV100444,"महोदय, सड़क पर बिना बैरिकेड के गड्ढा खोदा गया है Bhopal में, raat mein accident ka khatra hai. Otherwise we will protest.",Roads & Infrastructure
GRV102564,Government scheme ka labh Rekha Ahirwar ko Bhopal mein tabhi mila jab 3000 rupaye commission diya. Kripya jald samadhan karein.,Corruption & Bribery
GRV101983,"Ration card Jabalpur dukan par is mahine anaj nahi mila, dealer mana kar raha hai.",Ration & Public Distribution System
GRV100787,"Respected Sir, पेंशनर सत्यापन Gandhi Nagar में हर साल परेशानी देता है, इस बार 10 din से पेंशन रुकी हुई है। Kripya jald samadhan karein.",Pension & Provident Fund
GRV102259,"महोदय, KYC update na hone ki wajah se account block ho gaya Varanasi branch mein. कृपया जल्द कार्रवाई करें।",Banking & Financial Services
GRV101111,"Namaste sir, Patta zameen ka record Jabalpur revenue office se galat show ho raha hai online portal par. Please take urgent action.",Land Records & Revenue
GRV102966,"विवाह प्रमाण पत्र Wright Town नगर निगम से 10 din में नहीं मिला, दस्तावेज बार बार मांगे जा रहे हैं।",Municipal Certificates
GRV100565,"Footpath Raipur mein encroachment ho gaya hai, pedestrians ko sadak par chalna padta hai. Sadar naman.",Roads & Infrastructure
GRV100799,"Dear officer, PF withdrawal request one week se pending hai, office se koi response nahi mil raha. Otherwise we will protest.",Pension & Provident Fund
GRV102608,"Dear officer, निर्माण अनुमति Kanpur नगर निगम से 1500 रुपए रिश्वत दिए बिना नहीं मिल रही। Bahut pareshaan hain hum log.",Corruption & Bribery
GRV101364,"Sir/Madam, पुलिस थाना Jabalpur में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए। Otherwise we will protest.",Police & Law and Order
GRV103002,"महोदय, Domicile certificate Bhopal mein 5 din se atka hua h, job application ki deadline nikal rahi hai. Otherwise we will protest.",Municipal Certificates
GRV100353,"बिजली का बिल 2000 रुपए गलत आया है Napier Town पते पर, इसे ठीक करवाएं। Sadar naman.",Electricity
GRV100530,"Namaste sir, सड़क पर बिना बैरिकेड के गड्ढा खोदा गया है Wright Town में, raat mein accident ka khatra hai.",Roads & Infrastructure
GRV100697,"Sir/Madam, Kachra collection van Nagpur area mein bilkul nahi aati, ghar ghar se kachra sadak par phenkna padta hai.",Sanitation & Garbage
GRV101759,"Sir/Madam, Teacher transfer Adhartal school se a month pehle hua tha, replacement abhi tak nhi mila, class khali padi h.",Education & Schools
GRV100461,"Sir/Madam, Drainage cover sadak Gwalior mein tuta pada h, gaddi ka pahiya fasne se accident ho sakta hai. Bahut pareshaan hain hum log.",Roads & Infrastructure
GRV101031,"मेरी जमीन का सीमांकन Wright Town में गलत हो गया है, पड़ोसी ने कब्जा कर लिया है। कृपया जल्द कार्रवाई करें।",Land Records & Revenue
GRV102305,"Dear officer, Bank Patna branch mein loan application 10 din se pending hai, koi jawab nahi mil raha. Kripya jald samadhan karein.",Banking & Financial Services
GRV100325,"Sir/Madam, Transformer blast ho gaya Adhartal mein, area mein bijli nahi hai 3 din se, jaldi replace karwaye. Sadar naman.",Electricity
GRV101554,"Namaste sir, Primary health center Sector 7 mein staff hi nahi hai 15 din se, gaon walo ko door jana padta hai ilaj ke liye. Bahut pareshaan hain hum log.",Healthcare & Hospitals
GRV101885,"महोदय, छात्र का प्रमाण पत्र Gwalior स्कूल से 3 din से नहीं मिल रहा, दाखिले में दिक्कत हो रही है।",Education & Schools
GRV102471,"Sir/Madam, Government scheme ka labh Mohd. Salim ko Shastri Colony mein tabhi mila jab 10000 rupaye commission diya. Kripya jald samadhan karein.",Corruption & Bribery
GRV100589,"Respected Sir, गंदगी की वजह से Jaipur में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है। Sadar naman.",Sanitation & Garbage
GRV102034,"महोदय, राशन कार्ड धारकों को Napier Town में तय मात्रा से कम अनाज दिया जा रहा है हर महीने। Thank you.",Ration & Public Distribution System
GRV103101,"Respected Sir, Caste certificate Civil Lines tehsil office mein 15 din se pending h, admission ki last date nikal rahi hai. Kripya jald samadhan karein.",Municipal Certificates
GRV101952,"Teacher transfer Kanpur school se 1 mahine pehle hua tha, replacement abhi tak nahi mila, class khali padi h. Please take urgent action.",Education & Schools
GRV101768,"महोदय, सरकारी स्कूल Varanasi में छात्रवृत्ति 2000 रुपए अभी तक नहीं आई। Thank you.",Education & Schools
GRV100539,"Dear officer, सड़क Napier Town में बहुत खराब हालत में है, बारिश में कीचड़ हो जाता है, मरम्मत करवाएं। कृपया जल्द कार्रवाई करें।",Roads & Infrastructure
GRV100491,"Footpath Varanasi mein encroachment ho gaya hai, pedestrians ko sadak par chalna padta hai. Sadar naman.",Roads & Infrastructure
GRV100737,"Dear officer, Sewage line Shastri Colony mein block ho gayi hai, ghar ke andar gandi nali ka kachra bhar raha hai. Kripya jald samadhan karein.",Sanitation & Garbage
GRV101791,"Namaste sir, Sarkari school Raipur mein 10 din se teacher nhi aa raha h, padhai band hai. Bahut pareshaan hain hum log.",Education & Schools
GRV102139,"महोदय, Ration card Model Town mein digitally seeded nahi hai, isliye anaj milna band ho gaya hai. Thank you.",Ration & Public Distribution System
GRV101610,"Namaste sir, आयुष्मान कार्ड Model Town अस्पताल में मान्य नहीं किया जा रहा, मरीज को इलाज से मना कर दिया। Bahut pareshaan hain hum log.",Healthcare & Hospitals
GRV101587,"Namaste sir, जननी सुरक्षा योजना का पैसा Jabalpur अस्पताल से 1 hafta में नहीं मिला डिलीवरी के बाद। Thank you.",Healthcare & Hospitals
GRV100177,"हैंडपंप Wright Town में खराब पड़ा है 1 hafta से, गांव में पानी की भारी किल्लत है।",Water Supply
GRV100266,"Dear officer, बिजली का बिल 500 रुपए गलत आया है Shastri Colony पते पर, इसे ठीक करवाएं। Kripya jald samadhan karein.",Electricity
GRV100958,"Namaste sir, मेरी पीएफ की राशि 1500 रुपए अभी तक ट्रांसफर नहीं हुई, 1 hafta हो गए आवेदन दिए। Kripya jald samadhan karein.",Pension & Provident Fund
GRV102032,"महोदय, PDS shop Bhopal mein gehu aur chawal is mahine bilkul nahi mila, dealer bahana bana raha hai. Kripya jald samadhan karein.",Ration & Public Distribution System
GRV100740,"Sir/Madam, Garbage dump Model Town mohalle ke beech mein bana diya gaya hai, badbu aur bimari phail rahi hai. कृपया जल्द कार्रवाई करें।",Sanitation & Garbage
GRV102455,"Clerk ne 1500 rupaye maange Ward 12 office mein pension file aage badhane ke liye, ghoos lena band karwaye. Thank you.",Corruption & Bribery
GRV101428,"Theft complaint diye one week ho gaye Gandhi Nagar mein, koi action nahi hua abhi tak. Thank you.",Police & Law and Order
GRV100485,"Wright Town ki sadak par bada gaddha ho gaya hai, 20 din pehle accident bhi hua tha. Sadar naman.",Roads & Infrastructure
GRV103053,"Respected Sir, Income certificate online apply Ranchi portal par kiya tha, 2 hafte se status pending dikha raha hai. कृपया जल्द कार्रवाई करें।",Municipal Certificates
GRV102843,"Dear officer, श्रमिक कार्ड Sector 7 में 10 din से renewal ke liye pending h, yojnaon ka labh nhi mil raha.",Employment & Labour
GRV102837,"महोदय, Labour ka wages employer ne 500 rupaye kam diya Wright Town site par, PF bhi nahi kata. Otherwise we will protest.",Employment & Labour
GRV101232,"मेरी जमीन का सीमांकन Jabalpur में गलत हो गया है, पड़ोसी ने कब्जा कर लिया है।",Land Records & Revenue
GRV100741,"गंदगी की वजह से Napier Town में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है।",Sanitation & Garbage
GRV102988,"Respected Sir, आय प्रमाण पत्र Kanpur कार्यालय से two weeks में नहीं बना, बार बार चक्कर लगवाया जा रहा है। कृपया जल्द कार्रवाई करें।",Municipal Certificates
GRV101547,"Namaste sir, Free treatment scheme card ban gaya lekin hospital Civil Lines mein accept nahi kar rahe. Please take urgent action.",Healthcare & Hospitals
GRV100615,"Sir/Madam, Garbage dump Lucknow mohalle ke beech mein bana diya gaya h, badbu aur bimari phail rahi hai.",Sanitation & Garbage
GRV100595,"Kachra collection van Civil Lines area mein bilkul nahi aati, ghar ghar se kachra sadak par phenkna padta hai. Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV100133,"Sir/Madam, Water supply valve Patna colony mein kharab hai, sirf ek ghanta paani aata hai roz. Kripya jald samadhan karein.",Water Supply
GRV102232,"महोदय, KYC update na hone ki wajah se account block ho gaya Madan Mahal branch mein. कृपया जल्द कार्रवाई करें।",Banking & Financial Services
GRV100655,"Respected Sir, Garbage dump Madan Mahal mohalle ke beech mein bana diya gaya hai, badbu aur bimari phail rahi hai.",Sanitation & Garbage
GRV100180,"Sir/Madam, पानी की टंकी Gandhi Nagar में गंदा पानी आ रहा है, बीमारी फैलने का डर है। Thank you.",Water Supply
GRV102641,"महोदय, सरकारी दफ्तर Kotwali area में बिना रिश्वत दिए कोई फाइल आगे नहीं बढ़ती।",Corruption & Bribery
GRV101368,"गुमशुदगी की रिपोर्ट Gandhi Nagar थाने में 20 din पहले दी थी, अभी तक कोई तलाश शुरू नहीं हुई।",Police & Law and Order
GRV102972,"Respected Sir, प्रमाण पत्र पर नाम की स्पेलिंग गलत छप गई Varanasi नगर निगम से, correction ke liye baar baar chakkar.",Municipal Certificates
GRV101403,पुलिस थाना Ranchi में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए। Bahut pareshaan hain hum log.,Police & Law and Order
GRV102507,"Namaste sir, Government scheme ka labh Rekha Ahirwar ko Model Town mein tabhi mila jab 2000 rupaye commission diya. Kripya jald samadhan karein.",Corruption & Bribery
GRV100252,"Dear officer, Transformer blast ho gaya Civil Lines mein, area mein bijli nahi hai two weeks se, jaldi replace karwaye. Thank you.",Electricity
GRV102737,"Dear officer, श्रम कार्यालय Sector 7 में मजदूर के हक की शिकायत 3 din से लंबित है, कोई सुनवाई नहीं हुई। कृपया जल्द कार्रवाई करें।",Employment & Labour
GRV102355,"Dear officer, Bank Ward 12 branch mein loan application 2 hafte se pending hai, koi jawab nahi mil raha. Please take urgent action.",Banking & Financial Services
GRV100585,"Dear officer, Road construction work Raipur mein adhura pada hai 20 din se, traffic jam ho raha hai. Kripya jald samadhan karein.",Roads & Infrastructure
